-0.08935504	0.051805418	0.02597427	0.015021626	-0.07291417	-0.0017502285	-0.8643561	0.016076868	-0.107306965	0.015223368	0.58032686	-0.02694978	-0.0626894	-0.035063215	0.0684392	-0.19031502
-0.09627402	0.10055272	-0.08549074	0.019963244	-0.010504271	-0.0019250454	-1.0546036	-0.10783754	-0.075114354	0.05693139	0.7745211	-0.06085833	-0.08675436	-0.024308875	0.119601004	-0.2541809
-0.047922317	-0.00895691	-0.051529575	0.018034462	0.07428695	0.031194925	-0.96348935	-0.1220465	-0.026079895	0.07691809	0.63802594	-0.08688571	-0.017169885	-0.087078005	0.16236627	-0.21786031
-0.08223974	0.024694214	-0.011184525	0.010414626	-0.058550928	-0.011689709	-0.9900147	-0.10949215	-0.08612352	0.027922109	0.68409693	-0.014252276	-0.041865747	-0.022872908	0.09931947	-0.24698022
-0.053691413	0.06720189	0.027298143	-0.030084267	-0.0033284032	0.08541278	-0.91979486	-0.05586141	-0.114687756	0.021220967	0.59106123	-0.007143622	-0.08763702	-0.057512254	0.022841569	-0.19956818
-0.110190555	0.049404126	-0.01121581	-0.041582808	-0.01366365	-0.038566235	-0.8532529	-0.06521196	-0.07789921	-0.009244616	0.7272648	0.0028748063	-0.07179183	-0.02160516	0.097087145	-0.18399183
-0.038725905	0.09692794	-0.08010754	0.012276814	-0.042417657	0.04732271	-0.88937765	-0.047749795	-0.11360588	0.05731616	0.59615946	0.009993829	-0.029541083	-0.05081542	0.0488093	-0.20128042
-0.085484944	0.11028809	0.03727206	-0.03922691	-0.05720243	0.02522665	-0.78113425	-0.076399356	-0.10521775	-0.016940096	0.6550454	0.0137806665	-0.09401479	-0.05797393	0.104319565	-0.19855373
-0.042962912	0.07523863	-0.051336423	-0.02373157	0.044743888	0.007260252	-0.7682503	-0.10187529	-0.09905744	0.015278619	0.50550485	-0.027669933	0.007888756	-0.015142687	0.04963463	-0.206381
-0.057601668	-0.007265779	-0.12466714	0.0028377639	0.06805209	0.0037474583	-0.85484636	-0.14171109	-0.039978817	0.058986317	0.6000979	-0.065388784	0.039263777	-0.14635138	0.1693885	-0.18501647
-0.03373453	0.007908533	-0.039815396	-0.013084777	-0.00957893	0.037926845	-0.7685463	-0.043230217	-0.092944816	0.055770542	0.6225424	0.016849374	0.0015272371	-0.11036346	0.12219495	-0.15372308
-0.10400571	0.05996347	-0.05984518	-0.05827219	-0.023719588	-0.038559053	-1.0318804	-0.11946937	-0.12349104	0.06741134	0.86846125	-0.037272554	-0.03996902	-0.03894897	0.12684514	-0.28730103
-0.04144526	0.1073248	-0.0569006	0.014229437	-0.06445982	-0.020726115	-0.73922306	-0.06794015	-0.14473681	0.016317658	0.621786	-0.050139263	-0.07510697	0.0077740587	0.05687601	-0.17831704
-0.16271974	0.16040753	0.052113783	-0.03099867	-0.040763665	0.043445222	-0.71463203	0.04744052	-0.16337934	-0.03628528	0.62932277	0.073734604	-0.14006622	-0.02731136	0.019569464	-0.18868926
